price,gender,movement,case_material_category,brand_country,brand_age,warranty_period,dial_color,strap_material,collection_popularity,water_resistance_meters,case_diameter_mm,brand_prestige_level
75100.0,male,quartz,steel,switzerland,171.0,5.0,blue,stainless_steel,9.0,50.0,41.5,2
21290.0,female,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,160.0,100.0,25.0,1
92600.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,23.0,50.0,44.5,1
95000.0,male,automatic,steel,switzerland,192.0,5.0,black,stainless_steel,49.0,300.0,41.0,2
275600.0,male,automatic,steel,switzerland,140.0,5.0,green,leather,10.0,100.0,38.0,3
153000.0,male,automatic,steel,switzerland,192.0,5.0,blue,crocodile,54.0,50.0,38.0,2
110300.0,female,automatic,steel,switzerland,194.0,2.0,orange,stainless_steel,45.0,50.0,36.0,2
75100.0,male,quartz,steel,switzerland,171.0,5.0,green,stainless_steel,9.0,50.0,41.5,2
259400.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,25.0,100.0,38.0,4
161000.0,unisex,automatic,steel,switzerland,192.0,5.0,blue,rubber,49.0,300.0,39.0,2
57270.0,male,automatic,steel,switzerland,171.0,2.0,grey,rubber,97.0,100.0,46.0,1
162200.0,female,quartz,ceramic,switzerland,171.0,5.0,grey,ceramic,3.0,50.0,31.0,2
75100.0,male,quartz,steel,switzerland,171.0,5.0,blue,stainless_steel,9.0,50.0,42.0,2
25190.0,male,quartz,steel,switzerland,171.0,3.0,silver,stainless_steel,97.0,100.0,39.0,1
478400.0,female,quartz,ceramic,switzerland,44.0,2.0,black,rubber,45.0,50.0,33.0,4
320100.0,female,automatic,steel,switzerland,176.0,5.0,silver,stainless_steel,59.0,50.0,30.0,4
360800.0,male,automatic,steel,switzerland,176.0,5.0,black,stainless_steel,59.0,300.0,41.0,4
16790.0,female,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,23.0,30.0,19.5,1
37780.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,silicone,97.0,100.0,38.0,1
22190.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
173600.0,male,automatic,steel,switzerland,194.0,2.0,grey,rubber,45.0,100.0,43.0,2
55700.0,male,quartz,steel,switzerland,194.0,2.0,green,textile,19.0,30.0,42.0,2
497700.0,male,automatic,steel,italy,164.0,8.0,black,textile,21.0,300.0,44.0,4
156200.0,female,quartz,ceramic,switzerland,171.0,5.0,black,ceramic,3.0,50.0,31.0,2
104000.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,38.0,200.0,43.0,3
71100.0,female,quartz,steel,switzerland,194.0,2.0,green,rubber,45.0,50.0,36.0,2
468000.0,female,quartz,titanium,switzerland,44.0,2.0,green,crocodile,45.0,50.0,33.0,4
129200.0,male,quartz,steel,switzerland,171.0,5.0,brown,stainless_steel,22.0,50.0,41.0,2
301600.0,male,automatic,steel,switzerland,140.0,5.0,black,rubber,29.0,200.0,44.0,3
404200.0,male,automatic,steel,france,171.0,2.0,skeleton,stainless_steel,19.0,100.0,40.0,3
77700.0,female,quartz,steel,switzerland,194.0,2.0,blue,rubber,45.0,50.0,36.0,2
120200.0,male,automatic,steel,switzerland,194.0,2.0,green,leather,19.0,50.0,42.0,2
317200.0,male,automatic,steel,switzerland,140.0,5.0,blue,stainless_steel,29.0,200.0,42.0,3
301600.0,male,automatic,steel,switzerland,140.0,5.0,green,rubber,29.0,200.0,42.0,3
17990.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
403000.0,male,automatic,gold,switzerland,140.0,5.0,black,stainless_steel,29.0,200.0,42.0,3
22790.0,male,quartz,steel,switzerland,171.0,3.0,silver,leather,97.0,100.0,39.0,1
20090.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,160.0,100.0,40.0,1
24590.0,male,quartz,gold,switzerland,171.0,2.0,silver,steel_gold,160.0,100.0,40.0,1
161000.0,male,automatic,steel,switzerland,192.0,5.0,anthracite,leather,36.0,100.0,39.0,2
20090.0,male,quartz,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,100.0,40.0,1
337600.0,female,automatic,steel,switzerland,176.0,5.0,purple,stainless_steel,59.0,50.0,34.0,4
308500.0,male,automatic,steel,switzerland,176.0,5.0,blue,rubber,59.0,50.0,41.0,4
944000.0,female,quartz,gold,italy,140.0,5.0,silver,steel_gold,11.0,30.0,35.0,4
1814800.0,male,automatic,gold,switzerland,44.0,2.0,black,rubber,43.0,100.0,43.0,4
141200.0,male,automatic,steel,switzerland,171.0,5.0,grey,stainless_steel,23.0,100.0,39.0,2
494700.0,male,automatic,steel,switzerland,176.0,5.0,green,stainless_steel,42.0,50.0,41.0,4
127000.0,male,automatic,steel,switzerland,171.0,2.0,grey,rubber,36.0,300.0,43.5,2
466000.0,female,automatic,steel,italy,140.0,5.0,white,stainless_steel,11.0,30.0,34.0,4
30280.0,male,quartz,steel,switzerland,171.0,2.0,grey,silicone,97.0,100.0,45.0,1
1138800.0,male,automatic,ceramic,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
42200.0,male,quartz,steel,switzerland,194.0,2.0,green,calfskin,19.0,50.0,42.0,2
202800.0,female,automatic,steel,switzerland,171.0,2.0,blue,rubber,50.0,300.0,36.0,3
2116400.0,male,automatic,steel,switzerland,171.0,2.0,black,rubber,1.0,30.0,45.0,5
30280.0,male,quartz,steel,switzerland,171.0,2.0,black,silicone,97.0,100.0,38.0,1
181000.0,female,quartz,steel,italy,140.0,5.0,silver,stainless_steel,14.0,30.0,33.0,4
187200.0,male,automatic,steel,switzerland,171.0,2.0,blue,crocodile,35.0,100.0,41.0,3
210600.0,female,automatic,steel,switzerland,171.0,2.0,purple,stainless_steel,50.0,300.0,36.0,3
14990.0,female,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,50.0,34.0,1
663500.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,100.0,46.0,4
847600.0,male,automatic,titanium,switzerland,233.0,2.0,orange,rubber,1.0,200.0,40.3,5
483600.0,male,automatic,titanium,switzerland,171.0,2.0,white,textile,7.0,100.0,39.0,3
153400.0,male,automatic,steel,switzerland,171.0,2.0,blue,rubber,36.0,300.0,43.5,2
44370.0,male,automatic,steel,switzerland,171.0,2.0,grey,stainless_steel,160.0,50.0,42.0,1
123200.0,unisex,automatic,steel,switzerland,171.0,5.0,blue,stainless_steel,23.0,300.0,39.0,2
1190800.0,male,automatic,ceramic,switzerland,44.0,2.0,black,rubber,43.0,100.0,43.0,4
530400.0,male,automatic,titanium,switzerland,44.0,2.0,blue,rubber,45.0,50.0,42.0,4
483100.0,male,manual,steel,switzerland,176.0,5.0,red,stainless_steel,25.0,50.0,41.0,4
309400.0,male,automatic,titanium,switzerland,140.0,2.0,multicolor,rubber,15.0,300.0,46.0,3
512100.0,male,manual,steel,italy,164.0,8.0,grey,leather,37.0,100.0,47.0,4
22490.0,female,quartz,steel,switzerland,171.0,2.0,pink,stainless_steel,23.0,30.0,20.0,1
119600.0,male,automatic,steel,switzerland,171.0,2.0,black,leather,23.0,50.0,44.5,1
23990.0,male,quartz,steel,switzerland,171.0,2.0,black,leather,97.0,100.0,45.5,1
120000.0,male,automatic,steel,switzerland,192.0,5.0,silver,crocodile,54.0,30.0,40.0,2
22190.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,30.0,19.5,1
507000.0,male,automatic,gold,switzerland,140.0,5.0,black,rubber,29.0,200.0,42.0,3
219200.0,unisex,automatic,steel,france,171.0,2.0,black,stainless_steel,19.0,100.0,36.0,3
582400.0,male,automatic,ceramic,switzerland,44.0,2.0,black,rubber,45.0,50.0,42.0,4
210600.0,female,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,50.0,300.0,36.0,3
106000.0,male,automatic,steel,switzerland,192.0,5.0,grey,steel_gold,49.0,300.0,43.0,2
23090.0,male,quartz,steel,switzerland,171.0,2.0,black,leather,97.0,100.0,45.5,1
20090.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
2126800.0,male,automatic,gold,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
291200.0,female,quartz,titanium,switzerland,44.0,2.0,black,rubber,45.0,50.0,33.0,4
221000.0,female,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,50.0,200.0,34.0,3
296800.0,female,quartz,steel,switzerland,176.0,5.0,white,stainless_steel,42.0,30.0,28.0,4
228800.0,unisex,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,19.0,50.0,38.0,2
808800.0,male,automatic,ceramic,italy,164.0,8.0,blue,rubber,21.0,300.0,44.0,4
156000.0,male,automatic,steel,switzerland,192.0,5.0,black,leather,36.0,30.0,41.0,2
26090.0,male,quartz,gold,switzerland,171.0,2.0,black,stainless_steel,97.0,300.0,40.0,1
78100.0,male,quartz,steel,switzerland,171.0,5.0,brown,rubber,9.0,50.0,41.5,2
166400.0,unisex,quartz,carbon,switzerland,140.0,2.0,black,rubber,15.0,100.0,38.0,3
197000.0,male,automatic,steel,switzerland,192.0,5.0,silver,crocodile,54.0,30.0,42.0,2
109000.0,male,automatic,steel,switzerland,192.0,5.0,blue,stainless_steel,57.0,100.0,41.0,2
97200.0,male,automatic,steel,switzerland,171.0,5.0,brown,leather,23.0,50.0,44.5,1
129200.0,male,automatic,steel,switzerland,171.0,5.0,green,stainless_steel,23.0,200.0,42.0,2
499200.0,male,automatic,titanium,switzerland,171.0,2.0,black,leather,7.0,100.0,39.0,3
109000.0,male,automatic,steel,switzerland,192.0,5.0,champagne,stainless_steel,57.0,100.0,38.0,2
800800.0,male,automatic,titanium,switzerland,233.0,2.0,green,rubber,17.0,300.0,44.0,5
291000.0,male,automatic,steel,switzerland,176.0,5.0,brown,leather,59.0,50.0,38.0,4
535600.0,female,quartz,steel,switzerland,44.0,2.0,white,rubber,43.0,100.0,38.0,4
81100.0,male,quartz,steel,switzerland,171.0,5.0,black,stainless_steel,9.0,50.0,41.5,2
254800.0,male,automatic,steel,switzerland,140.0,2.0,blue,rubber,15.0,300.0,44.0,3
265200.0,male,automatic,steel,switzerland,140.0,2.0,black,textile,22.0,300.0,44.0,3
1425900.0,male,automatic,gold,switzerland,176.0,3.0,black,gold,59.0,300.0,42.0,4
45000.0,male,quartz,steel,switzerland,192.0,2.0,blue,stainless_steel,57.0,300.0,41.0,2
119600.0,male,automatic,steel,switzerland,171.0,2.0,yellow,stainless_steel,19.0,50.0,40.0,2
618800.0,male,automatic,titanium,switzerland,44.0,2.0,black,titanium,43.0,100.0,38.0,4
283000.0,male,automatic,steel,switzerland,192.0,5.0,white,crocodile,36.0,30.0,47.5,2
44370.0,female,automatic,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,30.0,1
982800.0,female,quartz,gold,switzerland,164.0,2.0,mother_of_pearl,crocodile,3.0,30.0,30.0,4
197900.0,male,automatic,steel,switzerland,194.0,2.0,blue,crocodile,16.0,50.0,42.0,2
252200.0,male,automatic,steel,switzerland,171.0,2.0,grey,stainless_steel,13.0,100.0,40.0,2
29680.0,male,quartz,steel,switzerland,171.0,2.0,blue,rubber,97.0,300.0,46.0,1
294000.0,female,automatic,gold,switzerland,192.0,5.0,silver,steel_gold,69.0,30.0,34.0,2
180300.0,unisex,automatic,ceramic,switzerland,171.0,5.0,green,rubber,5.0,50.0,32.5,2
2527200.0,male,manual,gold,switzerland,178.0,5.0,skeleton,crocodile,2.0,50.0,42.0,5
137800.0,male,automatic,steel,switzerland,171.0,2.0,grey,stainless_steel,36.0,300.0,43.5,2
143000.0,male,automatic,steel,switzerland,171.0,2.0,purple,stainless_steel,36.0,300.0,43.5,2
378300.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,300.0,41.0,4
15890.0,male,quartz,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,100.0,40.0,1
317200.0,male,automatic,steel,switzerland,140.0,5.0,black,stainless_steel,29.0,200.0,44.0,3
25190.0,male,quartz,steel,switzerland,171.0,3.0,blue,stainless_steel,97.0,100.0,39.0,1
103000.0,male,automatic,steel,switzerland,192.0,5.0,blue,rubber,57.0,100.0,41.0,2
123200.0,male,automatic,steel,switzerland,171.0,5.0,blue,stainless_steel,23.0,300.0,39.0,2
378100.0,male,automatic,steel,italy,164.0,8.0,white,rubber,17.0,30.0,42.0,4
262600.0,male,automatic,titanium,switzerland,171.0,2.0,green,titanium,4.0,100.0,39.0,2
639600.0,male,automatic,steel,switzerland,44.0,2.0,blue,rubber,43.0,100.0,44.0,4
797300.0,male,automatic,gold,switzerland,176.0,5.0,grey,crocodile,25.0,100.0,44.0,4
169000.0,female,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,19.0,50.0,34.0,2
774800.0,female,automatic,steel,switzerland,44.0,2.0,black,rubber,43.0,100.0,32.0,4
226200.0,female,automatic,steel,switzerland,171.0,2.0,purple,stainless_steel,35.0,50.0,36.0,3
124800.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,23.0,50.0,44.5,1
379600.0,unisex,automatic,titanium,switzerland,44.0,2.0,blue,crocodile,45.0,50.0,38.0,4
291200.0,male,automatic,steel,switzerland,140.0,2.0,blue,stainless_steel,10.0,100.0,38.0,3
154400.0,male,automatic,steel,switzerland,194.0,2.0,black,stainless_steel,45.0,100.0,41.0,2
221000.0,female,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,50.0,200.0,34.0,3
247000.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,35.0,100.0,41.0,3
103000.0,unisex,automatic,steel,switzerland,192.0,5.0,green,rubber,57.0,100.0,38.0,2
61000.0,male,quartz,steel,switzerland,192.0,2.0,blue,stainless_steel,49.0,300.0,44.0,2
3239600.0,male,automatic,gold,switzerland,171.0,2.0,burgundy,rubber,7.0,100.0,40.0,5
129200.0,male,quartz,steel,switzerland,171.0,5.0,champagne,stainless_steel,22.0,50.0,41.0,2
103000.0,male,automatic,steel,switzerland,192.0,5.0,green,rubber,57.0,100.0,41.0,2
26390.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,rubber,97.0,300.0,36.0,1
119600.0,male,automatic,steel,switzerland,171.0,2.0,purple,stainless_steel,19.0,50.0,40.0,2
317200.0,male,automatic,steel,switzerland,140.0,5.0,black,stainless_steel,29.0,200.0,40.0,3
114400.0,female,automatic,steel,switzerland,171.0,2.0,beige,stainless_steel,19.0,50.0,34.0,2
137800.0,unisex,automatic,steel,switzerland,171.0,2.0,white,leather,19.0,50.0,40.0,2
1346800.0,male,manual,ceramic,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,45.0,4
145600.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,13.0,200.0,39.0,2
228800.0,male,automatic,steel,switzerland,171.0,2.0,salmon,stainless_steel,19.0,50.0,40.0,2
215800.0,male,automatic,steel,switzerland,171.0,2.0,green,leather,19.0,50.0,40.0,2
30280.0,male,quartz,steel,switzerland,171.0,2.0,grey,silicone,97.0,100.0,45.0,1
315500.0,male,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,23.0,300.0,43.0,2
123200.0,male,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,41.0,2
132200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,rubber,9.0,50.0,38.0,2
39280.0,male,automatic,gold,switzerland,171.0,2.0,silver,stainless_steel,160.0,100.0,40.0,1
925400.0,male,manual,gold,switzerland,176.0,5.0,silver,steel_gold,25.0,50.0,42.0,4
23090.0,male,quartz,steel,switzerland,171.0,2.0,blue,leather,97.0,100.0,45.5,1
792000.0,female,automatic,gold,italy,140.0,5.0,green,steel_gold,10.0,50.0,33.0,4
317200.0,male,automatic,steel,switzerland,140.0,5.0,green,stainless_steel,29.0,200.0,42.0,3
293800.0,male,automatic,steel,switzerland,140.0,2.0,blue,crocodile,22.0,30.0,41.0,3
4264000.0,male,automatic,steel,switzerland,171.0,2.0,skeleton,stainless_steel,10.0,100.0,40.0,5
129200.0,male,quartz,steel,switzerland,171.0,5.0,black,stainless_steel,22.0,50.0,41.0,2
226200.0,female,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,35.0,50.0,36.0,3
47970.0,female,automatic,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,30.0,1
320100.0,female,automatic,steel,switzerland,176.0,5.0,black,stainless_steel,59.0,50.0,30.0,4
618000.0,male,automatic,steel,italy,140.0,5.0,salmon,stainless_steel,16.0,100.0,40.0,4
1138800.0,male,automatic,titanium,switzerland,44.0,2.0,skeleton,rubber,4.0,100.0,42.0,4
98000.0,female,quartz,gold,switzerland,192.0,2.0,mother_of_pearl,steel_gold,69.0,30.0,29.0,2
109000.0,female,automatic,steel,switzerland,192.0,5.0,pink,stainless_steel,57.0,100.0,34.0,2
301600.0,male,automatic,steel,switzerland,140.0,5.0,black,rubber,29.0,200.0,42.0,3
86000.0,female,quartz,steel,switzerland,192.0,2.0,mother_of_pearl,stainless_steel,57.0,50.0,30.0,2
228800.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,19.0,50.0,40.0,2
84000.0,female,quartz,steel,switzerland,192.0,2.0,green,stainless_steel,69.0,30.0,31.0,2
37780.0,female,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,35.0,1
348400.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,35.0,100.0,44.0,3
312500.0,male,automatic,ceramic,switzerland,171.0,5.0,green,ceramic,23.0,300.0,43.0,2
494700.0,male,automatic,steel,switzerland,176.0,5.0,blue,rubber,59.0,50.0,43.0,4
20090.0,unisex,quartz,steel,switzerland,171.0,2.0,red,stainless_steel,160.0,100.0,35.0,1
53000.0,female,quartz,steel,switzerland,192.0,2.0,silver,stainless_steel,57.0,50.0,34.0,2
95000.0,male,automatic,steel,switzerland,192.0,5.0,grey,stainless_steel,49.0,300.0,41.0,2
44370.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,50.0,42.0,1
18890.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,50.0,30.0,1
137800.0,male,automatic,steel,switzerland,171.0,2.0,green,leather,19.0,50.0,40.0,2
37780.0,female,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,35.0,1
1294800.0,male,automatic,ceramic,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
335000.0,unisex,automatic,steel,italy,164.0,8.0,anthracite,crocodile,17.0,50.0,38.0,4
483400.0,male,automatic,steel,italy,164.0,8.0,black,rubber,21.0,300.0,44.0,4
48000.0,male,quartz,steel,switzerland,192.0,2.0,black,stainless_steel,57.0,300.0,43.0,2
117000.0,male,automatic,steel,switzerland,171.0,2.0,blue,leather,19.0,50.0,40.0,2
925400.0,male,manual,gold,switzerland,176.0,5.0,pink,steel_gold,25.0,50.0,42.0,4
162200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
231000.0,female,quartz,steel,italy,140.0,5.0,grey,stainless_steel,14.0,30.0,33.0,4
180300.0,unisex,automatic,ceramic,switzerland,171.0,5.0,yellow,rubber,5.0,50.0,32.5,2
570400.0,male,automatic,steel,switzerland,176.0,5.0,black,crocodile,25.0,100.0,44.0,4
756600.0,male,automatic,ceramic,switzerland,176.0,5.0,black,rubber,59.0,100.0,45.5,4
182200.0,male,automatic,steel,switzerland,194.0,2.0,grey,crocodile,16.0,50.0,39.0,2
69200.0,female,quartz,steel,switzerland,194.0,2.0,pink,stainless_steel,45.0,50.0,33.0,2
218400.0,male,quartz,titanium,switzerland,140.0,2.0,black,titanium,15.0,100.0,43.0,3
20090.0,male,quartz,steel,switzerland,171.0,2.0,red,stainless_steel,160.0,100.0,40.0,1
20390.0,male,quartz,steel,switzerland,171.0,2.0,black,calfskin,97.0,100.0,45.0,1
252200.0,male,automatic,steel,switzerland,140.0,2.0,black,rubber,15.0,300.0,42.0,3
125000.0,male,automatic,steel,switzerland,192.0,5.0,silver,stainless_steel,54.0,30.0,42.0,2
756600.0,male,automatic,ceramic,switzerland,176.0,5.0,black,rubber,59.0,100.0,45.5,4
1190800.0,male,automatic,titanium,switzerland,44.0,2.0,skeleton,rubber,4.0,100.0,42.0,4
69200.0,female,quartz,steel,switzerland,194.0,2.0,blue,stainless_steel,45.0,50.0,33.0,2
48000.0,male,quartz,steel,switzerland,192.0,2.0,blue,stainless_steel,57.0,300.0,43.0,2
153000.0,male,automatic,steel,switzerland,192.0,5.0,green,crocodile,54.0,50.0,40.0,2
78100.0,female,automatic,steel,switzerland,171.0,5.0,pink,stainless_steel,3.0,100.0,30.0,2
78000.0,male,automatic,steel,switzerland,171.0,2.0,silver,leather,23.0,30.0,47.0,1
148000.0,male,automatic,other,italy,140.0,5.0,white,rubber,11.0,100.0,40.0,4
117000.0,female,quartz,steel,switzerland,192.0,2.0,silver,stainless_steel,69.0,30.0,23.3,2
143000.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,36.0,300.0,42.0,2
213200.0,male,automatic,steel,switzerland,171.0,2.0,red,stainless_steel,35.0,100.0,41.0,3
909300.0,male,manual,other,italy,164.0,8.0,green,calfskin,14.0,100.0,47.0,4
223600.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,35.0,100.0,41.0,3
30280.0,male,quartz,steel,switzerland,171.0,2.0,black,silicone,97.0,100.0,45.0,1
27590.0,male,quartz,steel,switzerland,171.0,3.0,black,stainless_steel,97.0,100.0,39.0,1
340000.0,male,automatic,steel,switzerland,194.0,2.0,yellow,stainless_steel,45.0,100.0,41.0,2
425900.0,male,automatic,steel,italy,164.0,8.0,white,crocodile,37.0,300.0,44.0,4
150200.0,male,manual,steel,switzerland,171.0,5.0,silver,stainless_steel,23.0,100.0,39.0,2
25190.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,97.0,300.0,36.0,1
730000.0,male,automatic,titanium,italy,140.0,5.0,grey,titanium,16.0,30.0,40.0,4
244400.0,male,automatic,steel,switzerland,140.0,2.0,green,stainless_steel,12.0,300.0,42.0,3
263200.0,male,manual,steel,italy,164.0,8.0,white,calfskin,14.0,100.0,45.0,4
41080.0,male,automatic,steel,switzerland,171.0,2.0,silver,crocodile,160.0,100.0,40.0,1
31480.0,male,quartz,gold,switzerland,171.0,2.0,black,silicone,97.0,100.0,45.0,1
37780.0,male,automatic,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,30.0,40.0,1
535600.0,male,automatic,steel,switzerland,171.0,2.0,silver,rubber,1.0,100.0,46.0,5
190000.0,male,automatic,other,italy,140.0,5.0,brown,rubber,11.0,100.0,40.0,4
37780.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,100.0,40.0,1
143000.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,36.0,300.0,44.0,2
250300.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,13.0,30.0,40.0,4
261900.0,male,automatic,steel,switzerland,176.0,5.0,blue,crocodile,13.0,30.0,41.0,4
131200.0,male,automatic,steel,switzerland,194.0,8.0,blue,crocodile,16.0,50.0,39.0,2
37780.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,100.0,40.0,1
780000.0,male,automatic,steel,switzerland,171.0,2.0,green,rubber,7.0,100.0,43.0,5
358800.0,male,automatic,steel,switzerland,171.0,2.0,silver,stainless_steel,35.0,100.0,39.0,3
44370.0,male,automatic,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,42.0,1
54800.0,female,quartz,steel,switzerland,194.0,2.0,grey,crocodile,16.0,50.0,35.0,2
150800.0,female,quartz,steel,switzerland,171.0,2.0,pink,stainless_steel,50.0,200.0,34.0,3
267000.0,female,quartz,gold,switzerland,192.0,2.0,silver,steel_gold,69.0,30.0,21.5,2
109000.0,male,automatic,steel,switzerland,192.0,5.0,grey,stainless_steel,57.0,100.0,41.0,2
19790.0,male,quartz,steel,switzerland,171.0,2.0,silver,crocodile,160.0,100.0,40.0,1
314300.0,male,automatic,steel,switzerland,176.0,5.0,black,rubber,59.0,300.0,42.0,4
314300.0,male,automatic,steel,switzerland,176.0,5.0,grey,rubber,59.0,300.0,42.0,4
162200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
213200.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,35.0,100.0,41.0,3
21290.0,female,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,32.0,1
797300.0,male,automatic,gold,switzerland,176.0,5.0,brown,crocodile,25.0,100.0,45.0,4
18590.0,unisex,quartz,other,switzerland,171.0,2.0,white,stainless_steel,160.0,100.0,48.5,1
163000.0,female,quartz,steel,switzerland,176.0,5.0,blue,stainless_steel,42.0,30.0,28.0,4
69200.0,female,quartz,steel,switzerland,194.0,2.0,champagne,stainless_steel,45.0,50.0,33.0,2
774800.0,female,automatic,steel,switzerland,44.0,2.0,white,rubber,43.0,100.0,39.0,4
200000.0,male,automatic,steel,switzerland,192.0,5.0,anthracite,crocodile,54.0,30.0,42.0,2
483400.0,male,automatic,steel,italy,164.0,8.0,white,rubber,21.0,300.0,44.0,4
162300.0,male,automatic,steel,switzerland,194.0,2.0,yellow,stainless_steel,45.0,100.0,39.0,2
518000.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,50.0,43.0,4
43770.0,male,automatic,gold,switzerland,171.0,2.0,blue,steel_gold,160.0,100.0,40.0,1
488200.0,male,automatic,steel,italy,164.0,8.0,white,crocodile,37.0,100.0,44.0,4
14990.0,female,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,28.0,1
982800.0,male,automatic,titanium,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
165000.0,female,quartz,steel,italy,140.0,5.0,white,stainless_steel,14.0,30.0,23.0,4
154400.0,male,automatic,steel,switzerland,194.0,2.0,blue,stainless_steel,45.0,100.0,41.0,2
252200.0,male,automatic,steel,switzerland,140.0,2.0,black,rubber,15.0,300.0,42.0,3
166400.0,male,quartz,titanium,switzerland,171.0,2.0,blue,titanium,50.0,200.0,40.0,3
47970.0,male,automatic,gold,switzerland,171.0,2.0,silver,steel_gold,160.0,50.0,42.0,1
26390.0,male,quartz,gold,switzerland,171.0,2.0,black,steel_gold,97.0,100.0,45.0,1
358800.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,35.0,100.0,39.0,3
506300.0,male,automatic,titanium,switzerland,176.0,5.0,green,rubber,59.0,300.0,42.0,4
159000.0,female,automatic,gold,switzerland,192.0,5.0,silver,stainless_steel,57.0,100.0,30.0,2
1268800.0,male,automatic,titanium,switzerland,233.0,2.0,green,titanium,17.0,100.0,42.0,5
331700.0,male,automatic,steel,switzerland,176.0,5.0,grey,stainless_steel,59.0,300.0,42.0,4
4608500.0,male,automatic,other,switzerland,176.0,5.0,grey,crocodile,59.0,50.0,43.0,4
457600.0,male,automatic,ceramic,switzerland,140.0,5.0,blue,leather,12.0,300.0,42.0,3
468000.0,male,automatic,ceramic,switzerland,140.0,5.0,black,calfskin,12.0,300.0,42.0,3
154400.0,male,automatic,steel,switzerland,194.0,2.0,white,stainless_steel,45.0,100.0,41.0,2
159000.0,female,automatic,gold,switzerland,192.0,5.0,green,stainless_steel,57.0,100.0,30.0,2
837200.0,male,automatic,steel,switzerland,233.0,2.0,green,stainless_steel,17.0,100.0,38.0,5
