price,gender,movement,case_material_category,brand_country,brand_age,warranty_period,dial_color,strap_material,collection_popularity,water_resistance_meters,case_diameter_mm,brand_prestige_level
343200.0,male,automatic,ceramic,switzerland,140.0,2.0,black,leather,12.0,300.0,44.0,3
382900.0,female,automatic,steel,italy,164.0,8.0,green,stainless_steel,17.0,50.0,38.0,4
278200.0,male,automatic,steel,switzerland,140.0,5.0,green,stainless_steel,29.0,200.0,42.0,3
622400.0,male,automatic,ceramic,switzerland,176.0,5.0,black,rubber,59.0,100.0,46.0,4
1066000.0,male,automatic,steel,switzerland,233.0,2.0,blue,stainless_steel,17.0,100.0,42.0,5
252200.0,male,automatic,titanium,switzerland,171.0,2.0,black,rubber,38.0,200.0,44.0,3
395800.0,male,manual,steel,switzerland,176.0,5.0,white,leather,25.0,50.0,42.0,4
379000.0,female,automatic,steel,italy,140.0,5.0,blue,stainless_steel,10.0,50.0,33.0,4
717600.0,male,automatic,steel,switzerland,178.0,5.0,green,rubber,9.0,300.0,44.0,5
322400.0,male,automatic,titanium,switzerland,171.0,2.0,black,titanium,50.0,300.0,45.0,3
252200.0,male,automatic,titanium,switzerland,171.0,2.0,black,rubber,38.0,200.0,44.0,3
808800.0,male,automatic,carbon,italy,164.0,8.0,black,textile,37.0,100.0,44.0,4
727500.0,male,automatic,steel,switzerland,176.0,5.0,blue,rubber,59.0,200.0,55.0,4
231000.0,female,quartz,steel,italy,140.0,5.0,silver,stainless_steel,14.0,30.0,33.0,4
473800.0,male,manual,steel,italy,164.0,8.0,brown,calfskin,14.0,100.0,45.0,4
95940.0,male,automatic,steel,switzerland,171.0,2.0,white,stainless_steel,97.0,100.0,41.0,1
795600.0,male,automatic,gold,switzerland,178.0,5.0,blue,rubber,9.0,300.0,44.0,5
165200.0,male,automatic,ceramic,switzerland,171.0,5.0,grey,ceramic,9.0,50.0,42.0,2
21590.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,leather,23.0,50.0,26.0,1
390000.0,female,quartz,gold,switzerland,140.0,2.0,mother_of_pearl,steel_gold,22.0,50.0,32.0,3
808800.0,male,automatic,ceramic,italy,164.0,8.0,white,textile,21.0,300.0,44.0,4
141200.0,male,automatic,steel,switzerland,171.0,5.0,blue,stainless_steel,23.0,300.0,42.0,2
252200.0,male,automatic,titanium,switzerland,171.0,2.0,black,rubber,38.0,200.0,44.0,3
41980.0,male,automatic,gold,switzerland,171.0,2.0,anthracite,steel_gold,97.0,300.0,40.0,1
24890.0,male,quartz,steel,switzerland,171.0,2.0,anthracite,leather,97.0,100.0,45.5,1
30280.0,male,quartz,steel,switzerland,171.0,2.0,black,silicone,97.0,100.0,45.0,1
26090.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,97.0,300.0,40.0,1
20690.0,female,quartz,steel,switzerland,171.0,2.0,white,crocodile,23.0,50.0,26.0,1
239300.0,male,manual,steel,italy,164.0,8.0,black,leather,14.0,100.0,45.0,4
26090.0,male,quartz,steel,switzerland,171.0,2.0,green,stainless_steel,97.0,300.0,40.0,1
198500.0,male,automatic,steel,switzerland,194.0,8.0,blue,rubber,45.0,100.0,43.0,2
17990.0,female,quartz,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,100.0,34.0,1
382200.0,male,automatic,steel,switzerland,140.0,5.0,blue,stainless_steel,10.0,100.0,41.0,3
78000.0,female,quartz,steel,switzerland,192.0,2.0,silver,crocodile,69.0,30.0,24.0,2
36580.0,female,automatic,steel,switzerland,171.0,2.0,white,leather,23.0,50.0,29.0,1
26090.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,97.0,300.0,40.0,1
145000.0,male,automatic,steel,switzerland,192.0,5.0,black,rubber,49.0,300.0,43.0,2
494000.0,male,automatic,gold,switzerland,140.0,2.0,beige,steel_gold,22.0,30.0,41.0,3
31180.0,male,quartz,gold,switzerland,171.0,2.0,black,steel_gold,97.0,100.0,40.0,1
159000.0,female,automatic,gold,switzerland,192.0,5.0,blue,stainless_steel,57.0,100.0,30.0,2
162300.0,male,automatic,steel,switzerland,194.0,2.0,black,stainless_steel,45.0,100.0,43.0,2
91000.0,male,quartz,steel,switzerland,171.0,2.0,black,rubber,38.0,100.0,38.0,3
344600.0,male,manual,steel,italy,164.0,8.0,black,calfskin,14.0,100.0,45.0,4
20690.0,female,quartz,steel,switzerland,171.0,2.0,white,crocodile,23.0,50.0,26.0,1
114400.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,11.0,50.0,44.5,1
241800.0,male,automatic,titanium,switzerland,171.0,2.0,black,rubber,38.0,200.0,44.0,3
1034800.0,male,automatic,titanium,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
35980.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,30.0,39.3,1
43180.0,female,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,160.0,30.0,29.0,1
198500.0,male,automatic,steel,switzerland,194.0,8.0,blue,stainless_steel,45.0,100.0,43.0,2
114400.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,11.0,50.0,44.5,1
378100.0,male,automatic,steel,italy,164.0,8.0,blue,crocodile,37.0,100.0,40.0,4
1352000.0,male,automatic,steel,switzerland,171.0,2.0,black,crocodile,7.0,30.0,40.0,5
382200.0,male,automatic,steel,switzerland,140.0,5.0,blue,stainless_steel,10.0,100.0,41.0,3
944000.0,female,quartz,gold,italy,140.0,5.0,black,steel_gold,11.0,30.0,35.0,4
169000.0,female,quartz,steel,switzerland,171.0,2.0,beige,stainless_steel,3.0,100.0,32.0,3
2022800.0,male,automatic,gold,switzerland,44.0,2.0,skeleton,rubber,4.0,100.0,42.0,4
556400.0,male,automatic,steel,switzerland,178.0,2.0,black,rubber,2.0,50.0,42.0,5
350000.0,female,quartz,gold,italy,140.0,5.0,black,ceramic,11.0,30.0,33.0,4
308500.0,male,automatic,steel,switzerland,176.0,5.0,pink,stainless_steel,13.0,30.0,41.0,4
378100.0,male,automatic,steel,italy,164.0,8.0,black,crocodile,37.0,100.0,40.0,4
43770.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
134000.0,female,automatic,steel,switzerland,192.0,5.0,blue,stainless_steel,57.0,100.0,30.0,2
395800.0,male,manual,steel,switzerland,176.0,5.0,white,rubber,25.0,50.0,42.0,4
345800.0,male,automatic,steel,switzerland,171.0,2.0,purple,leather,35.0,100.0,39.0,3
42880.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,97.0,300.0,43.0,1
449800.0,male,automatic,steel,switzerland,140.0,5.0,silver,crocodile,22.0,30.0,41.0,3
335400.0,male,automatic,steel,switzerland,140.0,2.0,green,stainless_steel,29.0,200.0,44.0,3
373300.0,male,automatic,steel,italy,164.0,8.0,blue,stainless_steel,17.0,50.0,38.0,4
2028000.0,male,automatic,gold,italy,140.0,5.0,blue,gold,16.0,100.0,40.0,4
28790.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,97.0,100.0,40.0,1
460200.0,male,automatic,steel,switzerland,140.0,5.0,black,crocodile,22.0,30.0,46.0,3
337600.0,male,automatic,steel,switzerland,176.0,5.0,black,stainless_steel,59.0,50.0,38.0,4
292000.0,male,automatic,steel,italy,164.0,8.0,black,crocodile,14.0,30.0,40.0,4
634400.0,male,automatic,steel,switzerland,159.0,2.0,skeleton,stainless_steel,12.0,100.0,41.0,4
202800.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,35.0,100.0,41.0,3
228000.0,female,quartz,steel,switzerland,192.0,2.0,silver,stainless_steel,69.0,30.0,23.3,2
232800.0,male,automatic,steel,switzerland,176.0,5.0,white,crocodile,13.0,30.0,40.0,4
130000.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,38.0,200.0,43.0,3
354200.0,male,automatic,steel,italy,164.0,8.0,beige,crocodile,17.0,30.0,42.0,4
109200.0,male,quartz,steel,switzerland,171.0,2.0,green,rubber,38.0,200.0,43.0,3
1918800.0,female,automatic,steel,switzerland,171.0,5.0,green,crocodile,5.0,30.0,36.0,5
2506400.0,male,manual,gold,switzerland,171.0,5.0,green,crocodile,5.0,30.0,42.0,5
210600.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,steel_gold,50.0,300.0,32.0,3
193500.0,male,automatic,steel,switzerland,194.0,8.0,beige,rubber,45.0,100.0,43.0,2
301600.0,male,automatic,steel,switzerland,140.0,2.0,green,stainless_steel,19.0,200.0,40.0,3
389600.0,male,automatic,ceramic,france,171.0,2.0,mother_of_pearl,rubber,8.0,100.0,42.0,3
53670.0,male,automatic,carbon,switzerland,171.0,2.0,black,synthetic,160.0,100.0,40.5,1
173600.0,male,automatic,steel,switzerland,194.0,2.0,black,rubber,45.0,100.0,43.0,2
236600.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,50.0,300.0,42.0,3
223600.0,female,quartz,steel,switzerland,140.0,2.0,blue,stainless_steel,19.0,100.0,28.0,3
213200.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,38.0,200.0,44.0,3
236600.0,male,automatic,steel,switzerland,171.0,2.0,green,stainless_steel,50.0,300.0,42.0,3
215800.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,50.0,300.0,42.0,3
115400.0,male,automatic,steel,switzerland,171.0,2.0,orange,silicone,23.0,100.0,47.0,1
119600.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,19.0,50.0,40.0,2
270400.0,unisex,manual,steel,switzerland,171.0,2.0,blue,stainless_steel,19.0,50.0,38.0,2
35380.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,160.0,100.0,38.0,1
1783600.0,male,manual,steel,switzerland,171.0,5.0,green,crocodile,5.0,30.0,42.0,5
410800.0,male,automatic,steel,switzerland,140.0,2.0,black,stainless_steel,29.0,200.0,44.0,3
258400.0,male,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,23.0,300.0,43.0,2
302600.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,300.0,42.0,4
265200.0,male,automatic,steel,switzerland,140.0,2.0,blue,stainless_steel,15.0,300.0,44.0,3
148800.0,male,automatic,steel,switzerland,194.0,8.0,blue,crocodile,45.0,100.0,39.0,2
382900.0,female,automatic,steel,italy,164.0,8.0,white,stainless_steel,17.0,50.0,38.0,4
598000.0,male,automatic,titanium,switzerland,44.0,2.0,black,rubber,45.0,50.0,40.0,4
21290.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,50.0,28.0,1
21290.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,50.0,28.0,1
334000.0,female,automatic,steel,italy,140.0,5.0,mother_of_pearl,stainless_steel,10.0,50.0,33.0,4
223600.0,female,quartz,steel,switzerland,140.0,2.0,mother_of_pearl,stainless_steel,22.0,50.0,32.0,3
39580.0,male,automatic,gold,switzerland,171.0,2.0,silver,stainless_steel,160.0,30.0,39.3,1
159000.0,female,automatic,gold,switzerland,192.0,5.0,blue,stainless_steel,57.0,100.0,34.0,2
24290.0,male,quartz,steel,switzerland,171.0,2.0,black,leather,97.0,100.0,46.0,1
23090.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,160.0,100.0,36.0,1
29080.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,steel_gold,160.0,100.0,36.0,1
670800.0,male,automatic,titanium,switzerland,140.0,5.0,grey,titanium,19.0,200.0,44.0,3
293000.0,female,quartz,steel,italy,140.0,5.0,white,stainless_steel,10.0,50.0,28.0,4
1095900.0,female,automatic,gold,italy,164.0,8.0,mother_of_pearl,crocodile,17.0,50.0,38.0,4
15590.0,female,quartz,steel,switzerland,171.0,2.0,blue,leather,23.0,50.0,28.0,1
34180.0,male,automatic,steel,switzerland,171.0,2.0,blue,crocodile,160.0,100.0,40.0,1
14990.0,female,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,160.0,50.0,28.0,1
1157000.0,male,automatic,gold,switzerland,171.0,2.0,blue,textile,35.0,100.0,39.0,3
30580.0,male,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,97.0,100.0,45.0,1
320100.0,male,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,300.0,42.0,4
664000.0,unisex,automatic,titanium,switzerland,159.0,2.0,grey,titanium,17.0,100.0,41.0,4
530400.0,male,automatic,titanium,switzerland,44.0,2.0,black,rubber,45.0,50.0,42.0,4
326300.0,male,automatic,steel,france,171.0,2.0,black,rubber,8.0,100.0,42.0,3
210600.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,50.0,200.0,40.0,3
930800.0,female,quartz,gold,switzerland,44.0,2.0,black,rubber,45.0,50.0,33.0,4
337600.0,male,automatic,steel,switzerland,176.0,5.0,green,stainless_steel,59.0,50.0,38.0,4
21290.0,male,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,40.0,1
44670.0,male,automatic,steel,switzerland,171.0,2.0,black,stainless_steel,160.0,100.0,40.0,1
378300.0,unisex,automatic,steel,switzerland,176.0,5.0,blue,stainless_steel,59.0,100.0,39.5,4
286000.0,male,automatic,steel,switzerland,140.0,2.0,green,stainless_steel,22.0,30.0,41.0,3
1456000.0,male,automatic,gold,switzerland,171.0,2.0,black,leather,7.0,30.0,40.0,5
1196000.0,unisex,automatic,steel,switzerland,171.0,2.0,blue,crocodile,7.0,30.0,38.0,5
67600.0,male,automatic,steel,switzerland,171.0,2.0,green,leather,5.0,30.0,45.0,1
122000.0,male,automatic,steel,switzerland,192.0,5.0,silver,stainless_steel,54.0,30.0,42.0,2
159000.0,female,automatic,gold,switzerland,192.0,5.0,purple,stainless_steel,57.0,100.0,34.0,2
153000.0,female,automatic,gold,switzerland,192.0,5.0,blue,rubber,57.0,100.0,34.0,2
227000.0,unisex,automatic,other,italy,140.0,5.0,green,rubber,11.0,100.0,40.0,4
473200.0,male,automatic,steel,switzerland,140.0,5.0,blue,stainless_steel,22.0,30.0,43.0,3
148000.0,male,automatic,other,italy,140.0,5.0,white,rubber,11.0,100.0,40.0,4
241800.0,female,quartz,steel,switzerland,140.0,2.0,pink,stainless_steel,19.0,100.0,32.0,3
157100.0,female,quartz,steel,switzerland,176.0,5.0,silver,stainless_steel,42.0,30.0,28.0,4
358800.0,male,automatic,steel,switzerland,140.0,5.0,green,stainless_steel,12.0,300.0,42.0,3
1492400.0,male,automatic,titanium,switzerland,178.0,5.0,skeleton,rubber,9.0,200.0,44.0,5
159000.0,female,automatic,gold,switzerland,192.0,5.0,silver,stainless_steel,57.0,100.0,34.0,2
628200.0,male,automatic,gold,france,171.0,2.0,brown,rose_gold,19.0,100.0,40.0,3
150000.0,male,automatic,gold,switzerland,192.0,5.0,silver,crocodile,54.0,30.0,40.0,2
286000.0,male,automatic,steel,switzerland,140.0,2.0,blue,stainless_steel,22.0,30.0,41.0,3
445100.0,male,automatic,steel,italy,164.0,8.0,white,crocodile,37.0,100.0,40.0,4
37780.0,male,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
23090.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,50.0,28.0,1
16190.0,male,quartz,steel,switzerland,171.0,2.0,white,stainless_steel,160.0,50.0,42.0,1
18590.0,female,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,23.0,30.0,20.0,1
105000.0,male,automatic,steel,switzerland,194.0,2.0,black,crocodile,16.0,50.0,40.0,2
754000.0,male,automatic,steel,switzerland,171.0,2.0,blue,textile,7.0,100.0,43.0,5
244400.0,male,automatic,steel,switzerland,140.0,2.0,black,stainless_steel,12.0,300.0,42.0,3
460200.0,male,automatic,steel,switzerland,140.0,5.0,blue,crocodile,22.0,30.0,46.0,3
214300.0,male,automatic,steel,france,171.0,2.0,blue,rubber,15.0,300.0,42.0,3
488200.0,male,automatic,steel,italy,164.0,8.0,black,crocodile,37.0,100.0,44.0,4
162300.0,male,automatic,steel,switzerland,194.0,8.0,blue,rubber,45.0,100.0,42.0,2
18890.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,23.0,50.0,28.0,1
488800.0,female,automatic,gold,switzerland,171.0,2.0,mother_of_pearl,steel_gold,35.0,50.0,36.0,3
109200.0,male,quartz,steel,switzerland,171.0,2.0,black,stainless_steel,38.0,200.0,43.0,3
56370.0,unisex,quartz,titanium,switzerland,171.0,2.0,black,silicone,5.0,50.0,44.0,1
52770.0,unisex,quartz,titanium,switzerland,171.0,2.0,black,silicone,5.0,50.0,44.0,1
164000.0,male,automatic,steel,switzerland,192.0,5.0,green,crocodile,2.0,30.0,39.0,2
17990.0,female,quartz,gold,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,160.0,100.0,25.0,1
130000.0,male,quartz,steel,switzerland,171.0,2.0,green,stainless_steel,50.0,200.0,40.0,3
335000.0,female,automatic,steel,italy,164.0,8.0,beige,crocodile,17.0,30.0,38.0,4
206000.0,male,automatic,steel,switzerland,192.0,5.0,black,stainless_steel,49.0,300.0,43.0,2
265200.0,male,automatic,steel,switzerland,171.0,2.0,black,rubber,35.0,100.0,44.0,3
17090.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,160.0,100.0,25.0,1
109200.0,male,automatic,steel,switzerland,171.0,2.0,blue,leather,11.0,50.0,44.0,1
52770.0,unisex,quartz,titanium,switzerland,171.0,2.0,black,silicone,5.0,50.0,44.0,1
30280.0,male,quartz,steel,switzerland,171.0,2.0,grey,silicone,97.0,100.0,45.0,1
368500.0,male,manual,steel,italy,164.0,8.0,black,leather,37.0,300.0,44.0,4
26090.0,female,quartz,gold,switzerland,171.0,2.0,pink,steel_gold,160.0,100.0,25.0,1
169000.0,female,automatic,steel,switzerland,171.0,2.0,pink,stainless_steel,4.0,100.0,34.0,2
1237600.0,male,automatic,steel,switzerland,171.0,2.0,purple,stainless_steel,10.0,100.0,40.0,5
214300.0,male,automatic,steel,france,171.0,2.0,white,rubber,15.0,300.0,42.0,3
178000.0,male,automatic,steel,switzerland,192.0,5.0,green,stainless_steel,49.0,300.0,39.0,2
109200.0,male,automatic,steel,switzerland,171.0,2.0,green,leather,11.0,50.0,44.0,1
40780.0,male,automatic,steel,switzerland,171.0,2.0,blue,leather,160.0,50.0,42.0,1
34180.0,male,automatic,steel,switzerland,171.0,2.0,black,leather,97.0,100.0,38.0,1
434200.0,male,automatic,titanium,switzerland,171.0,2.0,skeleton,rubber,35.0,100.0,44.0,3
34180.0,male,automatic,steel,switzerland,171.0,2.0,blue,leather,97.0,100.0,38.0,1
166800.0,male,automatic,steel,switzerland,194.0,8.0,grey,stainless_steel,45.0,300.0,42.0,2
31480.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,97.0,300.0,46.0,1
462800.0,male,automatic,ceramic,switzerland,44.0,2.0,black,rubber,45.0,50.0,42.0,4
473200.0,male,automatic,titanium,switzerland,171.0,2.0,silver,leather,7.0,100.0,39.0,3
40180.0,male,automatic,gold,switzerland,171.0,2.0,black,silicone,97.0,100.0,41.0,1
244400.0,male,quartz,titanium,switzerland,140.0,2.0,orange,titanium,15.0,100.0,43.0,3
334000.0,female,automatic,steel,italy,140.0,5.0,green,stainless_steel,10.0,50.0,33.0,4
19790.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
17390.0,female,quartz,steel,switzerland,171.0,2.0,white,stainless_steel,160.0,50.0,28.0,1
20990.0,female,quartz,steel,switzerland,171.0,2.0,mother_of_pearl,stainless_steel,160.0,100.0,34.0,1
178000.0,male,automatic,steel,switzerland,192.0,5.0,grey,stainless_steel,49.0,300.0,39.0,2
21590.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,97.0,100.0,45.0,1
174200.0,female,automatic,steel,switzerland,171.0,2.0,blue,stainless_steel,35.0,50.0,36.0,3
15890.0,female,quartz,steel,switzerland,171.0,2.0,pink,stainless_steel,160.0,100.0,34.0,1
227000.0,male,automatic,other,italy,140.0,5.0,white,rubber,11.0,100.0,40.0,4
17390.0,female,quartz,steel,switzerland,171.0,2.0,silver,stainless_steel,160.0,50.0,28.0,1
19190.0,male,quartz,steel,switzerland,171.0,2.0,black,crocodile,97.0,100.0,45.0,1
13800.0,male,quartz,steel,switzerland,171.0,2.0,blue,leather,160.0,50.0,40.0,1
14990.0,female,quartz,steel,switzerland,171.0,2.0,white,stainless_steel,160.0,50.0,28.0,1
16190.0,female,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,23.0,30.0,20.0,1
165200.0,female,automatic,ceramic,switzerland,171.0,5.0,white,stainless_steel,23.0,100.0,37.0,2
646000.0,male,automatic,steel,switzerland,176.0,5.0,grey,stainless_steel,59.0,100.0,46.0,4
219300.0,male,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,23.0,300.0,43.0,2
129200.0,male,automatic,steel,switzerland,171.0,5.0,green,stainless_steel,23.0,300.0,42.0,2
123200.0,male,automatic,steel,switzerland,171.0,5.0,green,stainless_steel,23.0,300.0,42.0,2
1987000.0,female,quartz,gold,italy,140.0,5.0,brown,rose_gold,11.0,30.0,35.0,4
255400.0,male,automatic,other,switzerland,171.0,5.0,blue,textile,23.0,300.0,43.0,2
226200.0,male,automatic,steel,switzerland,171.0,2.0,blue,rubber,50.0,300.0,42.0,3
129200.0,male,automatic,ceramic,switzerland,171.0,5.0,black,stainless_steel,23.0,300.0,42.0,2
103000.0,female,automatic,steel,switzerland,192.0,5.0,pink,rubber,57.0,100.0,34.0,2
670800.0,male,automatic,gold,switzerland,140.0,5.0,grey,steel_gold,19.0,200.0,42.0,3
123200.0,male,automatic,steel,switzerland,171.0,5.0,red,stainless_steel,23.0,300.0,42.0,2
216300.0,male,automatic,steel,switzerland,171.0,5.0,blue,stainless_steel,23.0,300.0,43.0,2
216300.0,male,automatic,steel,switzerland,171.0,5.0,black,stainless_steel,23.0,300.0,43.0,2
524000.0,female,automatic,gold,italy,140.0,5.0,mother_of_pearl,steel_gold,10.0,50.0,33.0,4
198300.0,male,automatic,ceramic,switzerland,171.0,5.0,blue,ceramic,23.0,300.0,43.0,2
129200.0,male,automatic,steel,switzerland,171.0,5.0,blue,stainless_steel,23.0,200.0,42.0,2
153200.0,male,automatic,other,switzerland,171.0,5.0,green,leather,23.0,300.0,42.0,2
153200.0,male,automatic,other,switzerland,171.0,5.0,blue,leather,23.0,300.0,42.0,2
237400.0,male,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,23.0,300.0,43.0,2
722600.0,male,automatic,carbon,italy,164.0,8.0,black,textile,37.0,300.0,44.0,4
240400.0,unisex,automatic,ceramic,switzerland,171.0,5.0,grey,ceramic,5.0,50.0,33.0,2
240400.0,unisex,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,5.0,50.0,33.0,2
120200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,black,rubber,3.0,100.0,38.0,2
246400.0,unisex,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,5.0,50.0,32.5,2
168300.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
168300.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
144200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
166400.0,unisex,quartz,carbon,switzerland,140.0,2.0,black,rubber,15.0,100.0,38.0,3
138200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
150200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,9.0,50.0,38.0,2
291200.0,female,quartz,titanium,switzerland,44.0,2.0,blue,rubber,45.0,50.0,29.0,4
444600.0,male,automatic,titanium,switzerland,171.0,2.0,skeleton,rubber,35.0,100.0,44.0,3
120200.0,male,automatic,ceramic,switzerland,171.0,5.0,skeleton,ceramic,4.0,50.0,40.0,2
135200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,blue,ceramic,4.0,50.0,40.0,2
135200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,red,ceramic,4.0,50.0,40.0,2
111200.0,unisex,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,9.0,50.0,38.0,2
1034800.0,male,automatic,titanium,switzerland,44.0,2.0,skeleton,rubber,43.0,100.0,42.0,4
114200.0,male,automatic,ceramic,switzerland,171.0,5.0,black,ceramic,4.0,50.0,40.0,2
63100.0,male,quartz,steel,switzerland,171.0,5.0,blue,stainless_steel,9.0,100.0,45.0,2
150200.0,male,automatic,ceramic,switzerland,171.0,5.0,blue,ceramic,9.0,50.0,42.0,2
5928000.0,male,automatic,steel,switzerland,171.0,2.0,grey,stainless_steel,10.0,100.0,40.0,5
87100.0,male,quartz,steel,switzerland,171.0,5.0,blue,titanium,9.0,100.0,45.0,2
166400.0,unisex,quartz,carbon,switzerland,140.0,2.0,black,rubber,15.0,100.0,38.0,3
240400.0,female,automatic,steel,switzerland,171.0,5.0,mother_of_pearl,ceramic,22.0,50.0,35.0,2
102200.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,35.0,2
240400.0,female,automatic,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,35.0,2
96100.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,35.0,2
102200.0,female,quartz,steel,switzerland,171.0,5.0,brown,stainless_steel,22.0,50.0,31.0,2
153400.0,female,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,3.0,100.0,32.0,3
102200.0,unisex,quartz,steel,switzerland,171.0,5.0,brown,ceramic,22.0,50.0,40.0,2
102200.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,31.0,2
160100.0,male,automatic,steel,switzerland,194.0,8.0,blue,rubber,45.0,300.0,42.0,2
1851000.0,female,quartz,gold,italy,140.0,5.0,mother_of_pearl,crocodile,1.0,30.0,33.0,4
102200.0,unisex,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,40.0,2
416000.0,female,quartz,gold,italy,140.0,5.0,mother_of_pearl,steel_gold,10.0,50.0,28.0,4
102200.0,unisex,automatic,steel,switzerland,171.0,5.0,black,stainless_steel,22.0,50.0,40.0,2
103000.0,female,automatic,steel,switzerland,192.0,5.0,blue,rubber,57.0,100.0,34.0,2
15890.0,male,quartz,steel,switzerland,171.0,2.0,blue,stainless_steel,160.0,100.0,40.0,1
123200.0,unisex,automatic,steel,switzerland,171.0,5.0,brown,stainless_steel,22.0,50.0,40.0,2
93100.0,unisex,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,40.0,2
120200.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,50.0,31.0,2
90100.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,30.0,28.0,2
473200.0,male,automatic,steel,switzerland,140.0,5.0,grey,stainless_steel,22.0,30.0,43.0,3
114200.0,unisex,automatic,steel,switzerland,171.0,5.0,black,stainless_steel,22.0,50.0,40.0,2
120200.0,male,automatic,steel,switzerland,171.0,5.0,skeleton,ceramic,22.0,30.0,38.0,2
84100.0,female,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,30.0,28.0,2
96100.0,unisex,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,30.0,38.0,2
90100.0,male,quartz,steel,switzerland,171.0,5.0,black,ceramic,22.0,30.0,38.0,2
81100.0,unisex,automatic,steel,switzerland,171.0,5.0,black,stainless_steel,13.0,50.0,39.0,2
